step,loss,loss_moving_average_10,grad_norm,learning_rate
430,0.1225,0.14113,0.7440486550331116,9.765397506708023e-05
440,0.1226,0.13394,0.8044978380203247,9.748423708375563e-05
450,0.1196,0.12947,0.7471311688423157,9.730872937571739e-05
460,0.1252,0.12639,0.8937135934829712,9.712747326859315e-05
470,0.1302,0.12475,0.7174762487411499,9.69404907864883e-05
480,0.1261,0.12407,0.7059208154678345,9.674780464930979e-05
490,0.1158,0.12248,0.7706795930862427,9.654943827000548e-05
500,0.1098,0.12164000000000001,0.8267723917961121,9.634541575171929e-05
510,0.1161,0.12064,0.6852127313613892,9.613576188486253e-05
520,0.1108,0.11987,0.6531946063041687,9.59205021441015e-05
530,0.1113,0.11875000000000002,0.766381025314331,9.569966268526232e-05
540,0.1063,0.11712,0.744817852973938,9.54732703421526e-05
550,0.1082,0.11598,0.6880613565444946,9.524135262330098e-05
560,0.1009,0.11355,0.6798670887947083,9.50039377086147e-05
570,0.0981,0.11034,0.751251220703125,9.476105444595534e-05
580,0.0949,0.10722,0.6344345808029175,9.451273234763371e-05
590,0.0964,0.10528,0.5833727121353149,9.425900158682385e-05
600,0.1061,0.10491,0.7881876230239868,9.399989299389661e-05
610,0.1185,0.10515,0.703804075717926,9.373543805267368e-05
620,0.0971,0.10378000000000001,0.6337977647781372,9.346566889660193e-05
630,0.0881,0.10146000000000001,0.576404333114624,9.319061830484898e-05
640,0.0951,0.10034000000000001,0.6763389706611633,9.291031969832026e-05
650,0.1012,0.09964,0.7955034971237183,9.262480713559808e-05
660,0.1061,0.10016000000000003,0.7975166440010071,9.233411530880326e-05
670,0.1184,0.10219000000000002,0.6110329031944275,9.20382795393797e-05
680,0.1024,0.10294000000000002,0.607483983039856,9.173733577380258e-05
690,0.0957,0.10287,0.655471920967102,9.143132057921058e-05
700,0.0988,0.10214,0.5688251256942749,9.112027113896262e-05
710,0.11,0.10129,0.7025564908981323,9.080422524811982e-05
720,0.0951,0.10109,0.5889204740524292,9.048322130885305e-05
730,0.1025,0.10253,0.7928234338760376,9.015729832577681e-05
740,0.087,0.10172,0.6766132712364197,8.982649590120982e-05
750,0.1019,0.10179,0.6763712167739868,8.949085423036296e-05
760,0.0853,0.09971000000000001,0.5823559761047363,8.91504140964553e-05
770,0.0945,0.09732000000000002,0.9533728957176208,8.880521686575857e-05
780,0.0937,0.09645000000000001,0.6121619343757629,8.845530448257085e-05
790,0.0893,0.09581,0.5522535443305969,8.810071946411989e-05
800,0.0923,0.09516000000000001,0.6021186709403992,8.774150489539707e-05
810,0.0995,0.09411,0.5519773364067078,8.737770442392212e-05
820,0.0927,0.09387000000000001,0.6434915661811829,8.700936225443959e-05
830,0.0973,0.09335,0.7410215139389038,8.663652314354765e-05
840,0.0838,0.09303000000000002,0.6744481921195984,8.625923239425978e-05
850,0.0982,0.09266,0.7586531043052673,8.587753585050004e-05
860,0.0916,0.09329,0.5080146789550781,8.549147989153276e-05
870,0.0904,0.09288000000000002,0.6949228644371033,8.510111142632698e-05
880,0.084,0.09191,0.5036383271217346,8.470647788785665e-05
890,0.0803,0.09101000000000001,0.6854525804519653,8.430762722733714e-05
900,0.0917,0.09095,0.6110678911209106,8.390460790839882e-05
910,0.0777,0.08877,0.5344969034194946,8.349746890119826e-05
920,0.0853,0.08803,0.7268847227096558,8.308625967646795e-05
930,0.0774,0.08604,0.5346315503120422,8.267103019950529e-05
940,0.0755,0.08521,0.6635568141937256,8.225183092410128e-05
950,0.0882,0.08421000000000001,0.5364279747009277,8.182871278641009e-05
960,0.0714,0.08219000000000001,0.5429779887199402,8.140172719875979e-05
970,0.0796,0.08110999999999999,0.5821965932846069,8.097092604340542e-05
980,0.0818,0.08088999999999999,0.5148543119430542,8.053636166622476e-05
990,0.0871,0.08157,0.6438769698143005,8.009808687035798e-05
1000,0.0855,0.08095,0.5959500670433044,7.965615490979163e-05
1010,0.0787,0.08105000000000001,0.5410916209220886,7.921061948288773e-05
1020,0.0814,0.08066,0.6296750903129578,7.87615347258591e-05
1030,0.0855,0.08147,0.6572626829147339,7.830895520619128e-05
1040,0.0867,0.08259000000000001,0.6050170063972473,7.785293591601217e-05
1050,0.0778,0.08155,0.5718042254447937,7.739353226541009e-05
1060,0.0878,0.08319,0.6550053358078003,7.693080007570084e-05
1070,0.0804,0.08327000000000001,0.6389214992523193,7.646479557264513e-05
1080,0.0864,0.08373000000000001,0.689045786857605,7.599557537961663e-05
1090,0.0692,0.08194,0.8164383769035339,7.552319651072164e-05
1100,0.0753,0.08091999999999999,0.5478398203849792,7.504771636387163e-05
1110,0.0831,0.08136,0.6536744832992554,7.456919271380875e-05
1120,0.077,0.08091999999999999,0.4884037673473358,7.408768370508576e-05
1130,0.0799,0.08036,0.5743504166603088,7.36032478450011e-05
1140,0.0817,0.07986,0.7345818877220154,7.311594399648957e-05
1150,0.079,0.07998000000000001,0.6608418822288513,7.262583137097018e-05
1160,0.0757,0.07877,0.42230653762817383,7.213296952115144e-05
1170,0.0735,0.07808000000000001,0.589307427406311,7.16374183337951e-05
1180,0.0758,0.07702,0.5834841132164001,7.113923802243957e-05
1190,0.0792,0.07802,0.667651355266571,7.06384891200834e-05
1200,0.0841,0.07890000000000001,0.7364765405654907,7.013523247183e-05
1210,0.0776,0.07835000000000002,0.6883425116539001,6.962952922749457e-05
1220,0.0721,0.07786000000000001,0.48340460658073425,6.912144083417376e-05
1230,0.0796,0.07783,0.6195564866065979,6.861102902877946e-05
1240,0.0694,0.0766,0.5197523832321167,6.809835583053715e-05
1250,0.0755,0.07625000000000001,0.6114060878753662,6.758348353345014e-05
1260,0.0705,0.07573,0.5737249255180359,6.706647469873031e-05
1270,0.0741,0.07579000000000001,0.5973960161209106,6.654739214719641e-05
1280,0.0721,0.07542,0.6694289445877075,6.602629895164081e-05
1290,0.0784,0.07534,0.48872077465057373,6.550325842916559e-05
1300,0.071,0.07403,0.5871546268463135,6.497833413348909e-05
1310,0.0732,0.07358999999999999,0.7040804624557495,6.445158984722358e-05
1320,0.078,0.07418,0.5154523849487305,6.39230895741251e-05
1330,0.0712,0.07334,0.5739040374755859,6.339289753131649e-05
1340,0.0742,0.07382,0.5356032252311707,6.286107814148454e-05
1350,0.0648,0.07275000000000001,0.6602283120155334,6.232769602505203e-05
1360,0.0778,0.07348,0.5043601989746094,6.179281599232591e-05
1370,0.0638,0.07245,0.5500934720039368,6.125650303562221e-05
1380,0.0705,0.07229000000000001,0.5859509706497192,6.071882232136901e-05
1390,0.0629,0.07074000000000001,0.4550890326499939,6.017983918218812e-05
1400,0.0713,0.07077000000000001,0.6157916784286499,5.963961910895676e-05
1410,0.0692,0.07037,0.5824140310287476,5.909822774284971e-05
1420,0.0735,0.06992,0.6237025856971741,5.85557308673635e-05
1430,0.069,0.0697,0.5508080720901489,5.8012194400323116e-05
1440,0.0689,0.06917000000000001,0.6221804618835449,5.746768438587245e-05
1450,0.0744,0.07013000000000001,0.651730477809906,5.692226698644938e-05
1460,0.0673,0.06908,0.54982590675354,5.637600847474656e-05
1470,0.0703,0.06973,0.5750691890716553,5.5828975225658666e-05
1480,0.0749,0.07017,0.4960860311985016,5.52812337082173e-05
1490,0.0632,0.07020000000000001,0.5219075679779053,5.473285047751451e-05
1500,0.0716,0.07023000000000001,0.5350943803787231,5.418389216661579e-05
1510,0.0689,0.07020000000000001,0.5213662385940552,5.363442547846356e-05
1520,0.0692,0.06977,0.6113079786300659,5.308451717777228e-05
1530,0.0663,0.06949999999999999,0.5786702036857605,5.2534234082915976e-05
1540,0.0744,0.07005,0.6207902431488037,5.198364305780922e-05
1550,0.0671,0.06932000000000002,0.49654892086982727,5.143281100378261e-05
1560,0.0627,0.06886,0.49440228939056396,5.088180485145378e-05
1570,0.0611,0.06794000000000001,0.42064186930656433,5.033069155259471e-05
1580,0.0597,0.06642,0.47412359714508057,4.97795380719966e-05
1590,0.0611,0.06621000000000002,0.5190859436988831,4.9228411379333014e-05
1600,0.0617,0.06522,0.7494086623191833,4.867737844102261e-05
1610,0.0568,0.06401000000000001,0.5191192626953125,4.812650621209209e-05
1620,0.0581,0.0629,0.4238947927951813,4.7575861628040635e-05
1630,0.0582,0.062090000000000006,0.5209751725196838,4.702551159670672e-05
1640,0.0622,0.06087000000000001,0.5264219045639038,4.647552299013828e-05
1650,0.0666,0.06082000000000001,0.546526312828064,4.5925962636467126e-05
1660,0.0512,0.05967,0.5223857164382935,4.537689731178883e-05
1670,0.0637,0.05993,0.3825514614582062,4.482839373204891e-05
1680,0.064,0.06036000000000001,0.40917152166366577,4.428051854493623e-05
1690,0.0646,0.06071000000000001,0.5137000679969788,4.373333832178478e-05
1700,0.0579,0.06033000000000001,0.6284917593002319,4.3186919549484784e-05
1710,0.0638,0.06103,0.45550647377967834,4.264132862240387e-05
1720,0.0642,0.06164000000000001,0.5544513463973999,4.209663183431969e-05
1730,0.0625,0.06207,0.6275869011878967,4.155289537036466e-05
1740,0.0589,0.061739999999999996,0.4738466441631317,4.1010185298983984e-05
1750,0.0634,0.061419999999999995,0.48274141550064087,4.046856756390767e-05
1760,0.0672,0.06301999999999999,0.488757848739624,3.9928107976137906e-05
1770,0.06,0.06265,0.6037346720695496,3.9388872205952526e-05
1780,0.062,0.062450000000000006,0.4246941804885864,3.8850925774925425e-05
1790,0.0652,0.06251,0.5314354300498962,3.831433404796521e-05
1800,0.0628,0.06299999999999999,0.5607843399047852,3.777916222537285e-05
1810,0.058,0.062419999999999996,0.5210810303688049,3.7245475334919246e-05
1820,0.0541,0.06141,0.41029420495033264,3.6713338223943867e-05
1830,0.0535,0.06051,0.3930809497833252,3.618281555147522e-05
1840,0.0567,0.06029,0.4285684823989868,3.5653971780374295e-05
1850,0.0585,0.0598,0.4879218339920044,3.512687116950182e-05
1860,0.0628,0.05936,0.5376342535018921,3.460157776591018e-05
1870,0.0608,0.05944000000000001,0.5155006051063538,3.407815539706124e-05
1880,0.0537,0.05861,0.5328348875045776,3.355666766307084e-05
1890,0.0517,0.057260000000000005,0.5368240475654602,3.3037177928980735e-05
1900,0.0665,0.05763000000000001,0.5550846457481384,3.251974931705933e-05
1910,0.0632,0.05815000000000001,0.576124906539917,3.2004444699131727e-05
1920,0.0596,0.05870000000000001,0.5500407814979553,3.1491326688940345e-05
1930,0.059,0.05925000000000001,0.5904550552368164,3.098045763453678e-05
1940,0.0531,0.05889000000000001,0.5348908305168152,3.0471899610706038e-05
1950,0.0591,0.05895,0.47707754373550415,2.9965714411423972e-05
1960,0.0497,0.05764000000000001,0.5082547068595886,2.9461963542348737e-05
1970,0.0583,0.05739000000000001,0.5303124785423279,2.8960708213347366e-05
1980,0.0646,0.058480000000000004,0.4739754796028137,2.846200933105829e-05
1990,0.05,0.05831,0.40689414739608765,2.7965927491490705e-05
2000,0.0517,0.05683000000000001,0.4684300422668457,2.747252297266162e-05
2010,0.05,0.055510000000000004,0.4367406666278839,2.698185572727151e-05
2020,0.0571,0.05526000000000001,0.40640202164649963,2.6493985375419778e-05
2030,0.0562,0.05498000000000001,0.5021876692771912,2.6008971197360176e-05
2040,0.0635,0.056020000000000014,0.40302756428718567,2.552687212629799e-05
2050,0.0586,0.055970000000000006,0.47700566053390503,2.5047746741228978e-05
2060,0.0535,0.056350000000000004,0.5966981053352356,2.4571653259821694e-05
2070,0.0532,0.05584,0.39687711000442505,2.4098649531343497e-05
2080,0.053,0.054680000000000006,0.34368589520454407,2.362879302963135e-05
2090,0.0482,0.0545,0.429320365190506,2.3162140846108366e-05
2100,0.047,0.05403,0.5975266098976135,2.2698749682846687e-05
2110,0.0493,0.05396000000000001,0.44248339533805847,2.2238675845677663e-05
2120,0.0455,0.0528,0.44801807403564453,2.1781975237350366e-05
2130,0.0474,0.05192,0.4505615532398224,2.1328703350738765e-05
2140,0.0512,0.050690000000000006,0.3866353929042816,2.0878915262099098e-05
2150,0.0621,0.05104,0.3612906336784363,2.0432665624377434e-05
2160,0.0502,0.050710000000000005,0.4111675024032593,1.999000866056908e-05
2170,0.0449,0.04988,0.4467960298061371,1.9550998157129946e-05
2180,0.0528,0.04986,0.5266649127006531,1.9115687457441022e-05
2190,0.0448,0.049519999999999995,0.3974364101886749,1.868412945532681e-05
2200,0.0475,0.04957,0.43470385670661926,1.8256376588628238e-05
2210,0.0479,0.04943,0.44728022813796997,1.7832480832830987e-05
2220,0.0469,0.04957,0.48320773243904114,1.7412493694750176e-05
2230,0.0516,0.04999000000000001,0.43463677167892456,1.699646620627168e-05
2240,0.0459,0.049460000000000004,0.4770873486995697,1.658444891815152e-05
2250,0.0544,0.04869,0.3421899974346161,1.617649189387337e-05
2260,0.0511,0.048780000000000004,0.41609901189804077,1.5772644703565565e-05
2270,0.0453,0.04882000000000001,0.4918341338634491,1.537295641797785e-05
2280,0.0505,0.04859,0.46389806270599365,1.4977475602518876e-05
2290,0.0471,0.04882,0.381111204624176,1.4586250311355132e-05
2300,0.0419,0.04826,0.504795491695404,1.4199328081572e-05
2310,0.0565,0.049120000000000004,0.43169698119163513,1.3816755927397502e-05
2320,0.0424,0.048670000000000005,0.3529079854488373,1.343858033448982e-05
2330,0.0547,0.04898,0.46597108244895935,1.3064847254288797e-05
2340,0.0476,0.049150000000000006,0.44837871193885803,1.2695602098432502e-05
2350,0.053,0.049010000000000005,0.4214566648006439,1.233088973323937e-05
2360,0.043,0.04820000000000001,0.4977993071079254,1.1970754474256563e-05
2370,0.0474,0.04841,0.4820854961872101,1.16152400808752e-05
2380,0.0422,0.047580000000000004,0.37369102239608765,1.1264389751013326e-05
2390,0.0486,0.04773000000000001,0.4005984365940094,1.0918246115866964e-05
2400,0.0506,0.0486,0.3795493245124817,1.0576851234730095e-05
2410,0.0426,0.04721000000000001,0.4376193881034851,1.0240246589884044e-05
2420,0.0454,0.047510000000000004,0.4307650923728943,9.908473081557151e-06
2430,0.0425,0.04629,0.4385697841644287,9.581571022954988e-06
2440,0.0477,0.04630000000000001,0.3677729070186615,9.259580135361929e-06
2450,0.0444,0.045439999999999994,0.4580918848514557,8.9425395433148e-06
2460,0.0524,0.04638,0.41316503286361694,8.630487769848877e-06
2470,0.0466,0.0463,0.4272736608982086,8.323462731816961e-06
2480,0.0453,0.04661,0.3948555588722229,8.021501735282266e-06
2490,0.039,0.045649999999999996,0.370893657207489,7.724641470985378e-06
2500,0.0477,0.04536,0.35436543822288513,7.432918009885997e-06
2510,0.0448,0.04558000000000001,0.45993077754974365,7.146366798780096e-06
2520,0.0427,0.045309999999999996,0.45509690046310425,6.865022655992798e-06
2530,0.0438,0.04544000000000001,0.40106964111328125,6.588919767147639e-06
2540,0.0464,0.04531,0.5370737314224243,6.318091681012772e-06
2550,0.0507,0.04594,0.3942126929759979,6.052571305424531e-06
2560,0.0458,0.04528,0.37086790800094604,5.79239090328883e-06
2570,0.0462,0.045239999999999995,0.38551390171051025,5.537582088660937e-06
2580,0.045,0.04520999999999999,0.33650535345077515,5.28817582290414e-06
2590,0.0449,0.045799999999999993,0.372730553150177,5.044202410927706e-06
2600,0.0446,0.04549,0.3673264682292938,4.805691497504505e-06
2610,0.0428,0.04529,0.4278259873390198,4.57267206366902e-06
2620,0.0415,0.04517,0.4188406467437744,4.3451724231958644e-06
2630,0.0383,0.04462,0.3479253351688385,4.123220219159418e-06
2640,0.0382,0.0438,0.34322935342788696,3.90684242057498e-06
2650,0.0417,0.0429,0.3315132260322571,3.696065319121833e-06
2660,0.0522,0.04354,0.2811163067817688,3.4909145259485744e-06
2670,0.0453,0.04345,0.29132604598999023,3.2914149685611073e-06
2680,0.0472,0.04367,0.48096731305122375,3.0975908877938277e-06
2690,0.0412,0.043300000000000005,0.35027235746383667,2.9094658348640945e-06
2700,0.0479,0.04363,0.3482680320739746,2.7270626685105828e-06
2710,0.0415,0.043500000000000004,0.32369092106819153,2.5504035522157854e-06
2720,0.0429,0.043640000000000005,0.4484298825263977,2.379509951512937e-06
2730,0.0442,0.044230000000000005,0.3440951108932495,2.214402631377782e-06
2740,0.0449,0.0449,0.3621750771999359,2.0551016537054493e-06
2750,0.0359,0.044320000000000005,0.28067269921302795,1.9016263748728114e-06
2760,0.0425,0.043350000000000014,0.4010472297668457,1.7539954433864858e-06
2770,0.0412,0.042940000000000006,0.3314487040042877,1.6122267976168781e-06
2780,0.0404,0.042260000000000006,0.3678918480873108,1.4763376636185599e-06
2790,0.0398,0.04212,0.3902357816696167,1.3463445530371488e-06
2800,0.0458,0.04191,0.4333358705043793,1.222263261102985e-06
2810,0.0424,0.042,0.3089110553264618,1.1041088647119114e-06
2820,0.0399,0.0417,0.37814030051231384,9.918957205933e-07
2830,0.0404,0.04132,0.29481738805770874,8.856374635655695e-07
2840,0.0448,0.04131,0.41742581129074097,7.853470048794664e-07
2850,0.0406,0.041780000000000005,0.3537018299102783,6.910365306492416e-07
2860,0.04,0.04153,0.2887755036354065,6.027175003719354e-07
2870,0.0398,0.041389999999999996,0.2586151659488678,5.204006455349297e-07
2880,0.0438,0.04173,0.3968464434146881,4.440959683120194e-07
2890,0.0418,0.041929999999999995,0.3180401027202606,3.738127403480507e-07
2900,0.0429,0.04164000000000001,0.3463948965072632,3.095595016323394e-07
2910,0.0564,0.04304,0.2655377984046936,2.51344059460995e-07
2920,0.042,0.043250000000000004,0.3760823905467987,1.9917348748826335e-07
2930,0.0422,0.04343,0.2918170690536499,1.5305412486702474e-07
2940,0.0399,0.042940000000000006,0.2737305164337158,1.1299157547854377e-07
2950,0.0429,0.04317000000000001,0.40636083483695984,7.899070725153613e-08
2960,0.0465,0.043820000000000005,0.32326722145080566,5.105565157068615e-08
2970,0.0468,0.044520000000000004,0.3600308299064636,2.9189802774631792e-08
2980,0.0397,0.04411000000000001,0.31045570969581604,1.3395817743561134e-08
2990,0.037,0.04363000000000001,0.2732008099555969,3.6756155763373323e-09
3000,0.0434,0.04368000000000001,0.32358524203300476,3.037735734623404e-11
